DATE,DTB3,DTB4WK,DTB6,DTB1YR
01/09/2011,0.02,0.02,0.05,0.1
02/09/2011,0.02,0.02,0.05,0.1
05/09/2011,.,.,.,.
06/09/2011,0.02,0.02,0.07,0.12
07/09/2011,0.02,0,0.06,0.1
08/09/2011,0.02,0.01,0.07,0.11
09/09/2011,0.01,0,0.05,0.1
12/09/2011,0.01,0.01,0.05,0.1
13/09/2011,0.01,0,0.05,0.09
14/09/2011,0.01,0,0.03,0.08
15/09/2011,0.01,0,0.03,0.09
16/09/2011,0.01,0.01,0.02,0.08
19/09/2011,0.01,-0.01,0.04,0.07
20/09/2011,0.01,0,0.03,0.09
21/09/2011,0.01,0.01,0.04,0.11
22/09/2011,0,0,0.03,0.1
23/09/2011,0.01,0,0.02,0.1
26/09/2011,0.02,0,0.03,0.1
27/09/2011,0.01,0,0.04,0.1
28/09/2011,0.02,-0.01,0.04,0.11
29/09/2011,0.02,-0.01,0.05,0.1
30/09/2011,0.02,0.02,0.06,0.12
03/10/2011,0.02,0.01,0.06,0.11
04/10/2011,0.01,0.01,0.04,0.1
05/10/2011,0,0,0.03,0.09
06/10/2011,0.01,0.01,0.03,0.08
07/10/2011,0.01,0.01,0.04,0.1
10/10/2011,.,.,.,.
11/10/2011,0.02,0.01,0.05,0.11
12/10/2011,0.02,0.01,0.06,0.08
13/10/2011,0.02,0.02,0.05,0.1
14/10/2011,0.02,0.02,0.06,0.1
17/10/2011,0.04,0.02,0.06,0.11
18/10/2011,0.04,0.02,0.07,0.12
19/10/2011,0.03,0.01,0.06,0.11
20/10/2011,0.03,0.02,0.06,0.12
21/10/2011,0.02,0.01,0.05,0.12
24/10/2011,0.02,0.01,0.06,0.11
25/10/2011,0.01,0.01,0.06,0.11
26/10/2011,0.02,0.01,0.06,0.12
27/10/2011,0.02,0.02,0.07,0.13
28/10/2011,0.01,0.02,0.06,0.12
31/10/2011,0.01,0.02,0.06,0.11
01/11/2011,0.01,0.01,0.05,0.12
02/11/2011,0.01,0.01,0.04,0.1
03/11/2011,0.01,0.01,0.04,0.1
04/11/2011,0.01,0.01,0.03,0.1
07/11/2011,0.01,0.01,0.04,0.08
08/11/2011,0.01,0.01,0.03,0.09
09/11/2011,0.01,0.01,0.04,0.09
10/11/2011,0.01,0.01,0.03,0.09
11/11/2011,.,.,.,.
14/11/2011,0.01,0.01,0.04,0.08
15/11/2011,0.01,0.01,0.05,0.11
16/11/2011,0.01,0.01,0.04,0.11
17/11/2011,0.02,0.01,0.04,0.1
18/11/2011,0.01,0.02,0.04,0.12
21/11/2011,0.02,0.02,0.05,0.11
22/11/2011,0.02,0.02,0.06,0.11
23/11/2011,0.02,0.02,0.06,0.11
24/11/2011,.,.,.,.
25/11/2011,0.02,0.02,0.07,0.12
28/11/2011,0.03,0.02,0.07,0.12
29/11/2011,0.02,0.02,0.05,0.13
30/11/2011,0.01,0.02,0.06,0.11
01/12/2011,0.01,0.02,0.05,0.11
02/12/2011,0.02,0.02,0.06,0.11
05/12/2011,0.01,0.01,0.05,0.1
06/12/2011,0.01,-0.01,0.04,0.1
07/12/2011,0.02,-0.01,0.05,0.1
08/12/2011,0.01,0,0.04,0.09
09/12/2011,0.01,0,0.05,0.1
12/12/2011,0.01,0,0.05,0.09
13/12/2011,0.01,0,0.06,0.11
14/12/2011,0.01,0,0.05,0.12
15/12/2011,0,0,0.05,0.12
16/12/2011,0,0,0.04,0.11
19/12/2011,0.01,-0.01,0.04,0.11
20/12/2011,0.01,0,0.04,0.12
21/12/2011,0.01,-0.01,0.04,0.12
22/12/2011,0.01,0,0.03,0.11
23/12/2011,0.01,0,0.04,0.11
26/12/2011,.,.,.,.
27/12/2011,0.02,0.01,0.06,0.11
28/12/2011,0.01,0,0.05,0.11
29/12/2011,0.02,-0.01,0.07,0.11
30/12/2011,0.02,0.01,0.06,0.11
02/01/2012,.,.,.,.
03/01/2012,0.02,0.01,0.06,0.11
04/01/2012,0.02,0.01,0.06,0.11
05/01/2012,0.02,0.01,0.07,0.1
06/01/2012,0.02,0.02,0.05,0.11
09/01/2012,0.01,0.01,0.05,0.1
10/01/2012,0.02,0.01,0.05,0.11
11/01/2012,0.02,0.01,0.05,0.11
12/01/2012,0.03,0.02,0.06,0.11
13/01/2012,0.03,0.02,0.06,0.1
16/01/2012,.,.,.,.
17/01/2012,0.03,0.02,0.06,0.11
18/01/2012,0.03,0.02,0.07,0.11
19/01/2012,0.05,0.04,0.07,0.11
20/01/2012,0.05,0.03,0.07,0.11
23/01/2012,0.04,0.03,0.07,0.11
24/01/2012,0.04,0.02,0.07,0.11
25/01/2012,0.04,0.03,0.07,0.11
26/01/2012,0.05,0.04,0.08,0.11
27/01/2012,0.06,0.05,0.08,0.11
30/01/2012,0.05,0.05,0.08,0.11
31/01/2012,0.06,0.04,0.08,0.12
01/02/2012,0.06,0.05,0.09,0.12
02/02/2012,0.08,0.07,0.1,0.13
03/02/2012,0.08,0.06,0.1,0.13
06/02/2012,0.08,0.04,0.1,0.13
07/02/2012,0.08,0.06,0.11,0.14
08/02/2012,0.09,0.06,0.11,0.15
09/02/2012,0.09,0.06,0.12,0.15
10/02/2012,0.09,0.05,0.12,0.15
13/02/2012,0.11,0.05,0.14,0.15
14/02/2012,0.12,0.09,0.15,0.17
15/02/2012,0.11,0.09,0.13,0.17
16/02/2012,0.1,0.04,0.13,0.16
17/02/2012,0.09,0.03,0.13,0.17
20/02/2012,.,.,.,.
21/02/2012,0.08,0.02,0.13,0.16
22/02/2012,0.09,0.07,0.13,0.16
23/02/2012,0.09,0.07,0.14,0.16
24/02/2012,0.1,0.08,0.14,0.17
27/02/2012,0.12,0.07,0.14,0.16
28/02/2012,0.1,0.1,0.14,0.17
29/02/2012,0.08,0.08,0.13,0.17
01/03/2012,0.08,0.07,0.13,0.17
02/03/2012,0.07,0.06,0.12,0.16
05/03/2012,0.08,0.07,0.14,0.16
06/03/2012,0.08,0.06,0.13,0.17
07/03/2012,0.08,0.06,0.14,0.18
08/03/2012,0.08,0.07,0.14,0.18
09/03/2012,0.09,0.06,0.13,0.18
12/03/2012,0.09,0.05,0.15,0.18
13/03/2012,0.08,0.06,0.15,0.19
14/03/2012,0.09,0.08,0.15,0.2
15/03/2012,0.08,0.08,0.15,0.2
16/03/2012,0.09,0.07,0.15,0.2
19/03/2012,0.1,0.07,0.15,0.2
20/03/2012,0.1,0.08,0.15,0.21
21/03/2012,0.09,0.09,0.15,0.2
22/03/2012,0.08,0.06,0.14,0.18
23/03/2012,0.08,0.06,0.14,0.18
26/03/2012,0.09,0.06,0.15,0.18
27/03/2012,0.09,0.07,0.14,0.17
28/03/2012,0.09,0.05,0.14,0.17
29/03/2012,0.07,0.02,0.14,0.17
30/03/2012,0.07,0.05,0.15,0.18
02/04/2012,0.08,0.05,0.14,0.17
03/04/2012,0.08,0.07,0.15,0.2
04/04/2012,0.08,0.08,0.14,0.19
05/04/2012,0.08,0.07,0.14,0.19
06/04/2012,0.07,0.06,0.14,0.19
09/04/2012,0.09,0.07,0.15,0.19
10/04/2012,0.09,0.08,0.15,0.19
11/04/2012,0.09,0.08,0.14,0.18
12/04/2012,0.09,0.08,0.14,0.18
13/04/2012,0.09,0.07,0.13,0.17
16/04/2012,0.08,0.07,0.14,0.17
17/04/2012,0.08,0.07,0.13,0.17
18/04/2012,0.07,0.05,0.13,0.17
19/04/2012,0.07,0.04,0.12,0.16
20/04/2012,0.08,0.04,0.13,0.17
23/04/2012,0.08,0.04,0.13,0.16
24/04/2012,0.09,0.07,0.14,0.17
25/04/2012,0.09,0.08,0.14,0.17
26/04/2012,0.09,0.09,0.15,0.17
27/04/2012,0.09,0.07,0.14,0.18
30/04/2012,0.1,0.07,0.15,0.19
01/05/2012,0.09,0.07,0.15,0.19
02/05/2012,0.08,0.06,0.15,0.18
03/05/2012,0.09,0.05,0.15,0.19
04/05/2012,0.07,0.05,0.14,0.18
07/05/2012,0.1,0.06,0.15,0.18
08/05/2012,0.09,0.08,0.15,0.18
09/05/2012,0.09,0.07,0.15,0.18
10/05/2012,0.1,0.08,0.15,0.18
11/05/2012,0.1,0.07,0.15,0.18
14/05/2012,0.1,0.07,0.15,0.18
15/05/2012,0.09,0.08,0.15,0.18
16/05/2012,0.1,0.08,0.15,0.19
17/05/2012,0.1,0.08,0.16,0.19
18/05/2012,0.08,0.06,0.15,0.19
21/05/2012,0.09,0.06,0.14,0.2
22/05/2012,0.09,0.07,0.14,0.2
23/05/2012,0.09,0.07,0.13,0.19
24/05/2012,0.1,0.08,0.14,0.2
25/05/2012,0.09,0.07,0.14,0.19
28/05/2012,.,.,.,.
29/05/2012,0.09,0.06,0.14,0.19
30/05/2012,0.07,0.05,0.13,0.19
31/05/2012,0.07,0.03,0.14,0.18
01/06/2012,0.07,0.03,0.12,0.17
04/06/2012,0.08,0.04,0.13,0.18
05/06/2012,0.08,0.05,0.14,0.18
06/06/2012,0.09,0.05,0.13,0.18
07/06/2012,0.09,0.04,0.14,0.18
08/06/2012,0.09,0.04,0.14,0.18
11/06/2012,0.09,0.04,0.15,0.17
12/06/2012,0.1,0.06,0.15,0.18
13/06/2012,0.1,0.07,0.15,0.17
14/06/2012,0.11,0.08,0.15,0.17
15/06/2012,0.09,0.05,0.15,0.17
18/06/2012,0.1,0.05,0.15,0.17
19/06/2012,0.09,0.06,0.14,0.17
20/06/2012,0.09,0.06,0.16,0.19
21/06/2012,0.09,0.05,0.15,0.18
22/06/2012,0.09,0.05,0.15,0.18
25/06/2012,0.1,0.05,0.16,0.18
26/06/2012,0.1,0.07,0.15,0.21
27/06/2012,0.09,0.06,0.17,0.21
28/06/2012,0.09,0.02,0.17,0.22
29/06/2012,0.09,0.04,0.16,0.21
02/07/2012,0.1,0.05,0.15,0.21
03/07/2012,0.09,0.08,0.15,0.21
04/07/2012,.,.,.,.
05/07/2012,0.08,0.07,0.15,0.19
06/07/2012,0.08,0.06,0.15,0.2
09/07/2012,0.09,0.06,0.14,0.19
10/07/2012,0.09,0.07,0.15,0.19
11/07/2012,0.1,0.07,0.15,0.19
12/07/2012,0.1,0.08,0.15,0.19
13/07/2012,0.1,0.08,0.15,0.19
16/07/2012,0.1,0.03,0.14,0.17
17/07/2012,0.1,0.08,0.14,0.17
18/07/2012,0.09,0.07,0.14,0.17
19/07/2012,0.09,0.06,0.14,0.16
20/07/2012,0.09,0.07,0.14,0.16
23/07/2012,0.1,0.07,0.14,0.16
24/07/2012,0.1,0.08,0.15,0.18
25/07/2012,0.1,0.08,0.14,0.17
26/07/2012,0.11,0.08,0.15,0.18
27/07/2012,0.11,0.07,0.15,0.17
30/07/2012,0.11,0.05,0.15,0.18
31/07/2012,0.11,0.07,0.14,0.16
01/08/2012,0.1,0.07,0.14,0.17
02/08/2012,0.09,0.04,0.14,0.17
03/08/2012,0.09,0.02,0.14,0.16
06/08/2012,0.1,0.04,0.14,0.16
07/08/2012,0.11,0.09,0.14,0.18
08/08/2012,0.11,0.09,0.14,0.18
09/08/2012,0.11,0.1,0.15,0.19
10/08/2012,0.1,0.1,0.14,0.17
13/08/2012,0.11,0.1,0.15,0.18
14/08/2012,0.11,0.11,0.15,0.18
15/08/2012,0.09,0.11,0.14,0.18
16/08/2012,0.09,0.1,0.14,0.19
17/08/2012,0.09,0.09,0.14,0.19
20/08/2012,0.11,0.09,0.14,0.18
21/08/2012,0.11,0.1,0.14,0.2
22/08/2012,0.11,0.1,0.13,0.19
23/08/2012,0.11,0.1,0.13,0.19
24/08/2012,0.1,0.1,0.13,0.19
27/08/2012,0.11,0.1,0.14,0.18
28/08/2012,0.1,0.12,0.15,0.18
29/08/2012,0.12,0.12,0.14,0.18
30/08/2012,0.1,0.12,0.14,0.17
31/08/2012,0.09,0.09,0.14,0.16
03/09/2012,.,.,.,.
04/09/2012,0.1,0.1,0.14,0.16
05/09/2012,0.11,0.11,0.14,0.16
06/09/2012,0.11,0.1,0.14,0.17
07/09/2012,0.11,0.09,0.14,0.17
10/09/2012,0.1,0.09,0.14,0.17
11/09/2012,0.1,0.09,0.14,0.17
12/09/2012,0.1,0.09,0.13,0.17
13/09/2012,0.1,0.1,0.13,0.16
14/09/2012,0.11,0.08,0.13,0.17
17/09/2012,0.11,0.05,0.13,0.17
18/09/2012,0.1,0.08,0.13,0.18
19/09/2012,0.11,0.08,0.14,0.18
20/09/2012,0.11,0.06,0.14,0.18
21/09/2012,0.11,0.05,0.14,0.18
24/09/2012,0.11,0.02,0.14,0.18
25/09/2012,0.11,0.06,0.15,0.18
26/09/2012,0.11,0.05,0.13,0.17
27/09/2012,0.09,0.05,0.14,0.16
28/09/2012,0.1,0.06,0.14,0.17
01/10/2012,0.09,0.05,0.14,0.16
02/10/2012,0.09,0.09,0.14,0.16
03/10/2012,0.09,0.09,0.14,0.15
04/10/2012,0.1,0.1,0.14,0.17
05/10/2012,0.11,0.1,0.15,0.17
08/10/2012,.,.,.,.
09/10/2012,0.1,0.11,0.15,0.17
10/10/2012,0.1,0.12,0.15,0.17
11/10/2012,0.1,0.12,0.14,0.17
12/10/2012,0.11,0.12,0.15,0.17
15/10/2012,0.11,0.1,0.15,0.18
16/10/2012,0.09,0.13,0.15,0.18
17/10/2012,0.11,0.13,0.15,0.18
18/10/2012,0.1,0.12,0.15,0.18
19/10/2012,0.1,0.11,0.14,0.18
22/10/2012,0.1,0.1,0.15,0.19
23/10/2012,0.11,0.11,0.15,0.18
24/10/2012,0.11,0.13,0.16,0.18
25/10/2012,0.11,0.13,0.16,0.18
26/10/2012,0.12,0.12,0.15,0.18
29/10/2012,0.14,0.13,0.16,0.17
30/10/2012,.,.,.,.
31/10/2012,0.11,0.09,0.16,0.17
01/11/2012,0.09,0.06,0.15,0.17
02/11/2012,0.09,0.08,0.15,0.18
05/11/2012,0.11,0.09,0.15,0.18
06/11/2012,0.1,0.12,0.15,0.18
07/11/2012,0.1,0.12,0.14,0.17
08/11/2012,0.1,0.13,0.15,0.19
09/11/2012,0.09,0.13,0.15,0.17
12/11/2012,.,.,.,.
13/11/2012,0.11,0.12,0.15,0.17
14/11/2012,0.1,0.15,0.15,0.18
15/11/2012,0.08,0.13,0.14,0.17
16/11/2012,0.06,0.07,0.13,0.16
19/11/2012,0.09,0.06,0.14,0.16
20/11/2012,0.08,0.15,0.14,0.16
21/11/2012,0.1,0.17,0.14,0.17
22/11/2012,.,.,.,.
23/11/2012,0.1,0.16,0.14,0.18
26/11/2012,0.1,0.15,0.15,0.16
27/11/2012,0.1,0.17,0.15,0.17
28/11/2012,0.1,0.17,0.14,0.17
29/11/2012,0.09,0.16,0.15,0.17
30/11/2012,0.08,0.11,0.13,0.17
03/12/2012,0.1,0.13,0.14,0.17
04/12/2012,0.1,0.07,0.15,0.17
05/12/2012,0.1,0.07,0.14,0.17
06/12/2012,0.1,0.07,0.14,0.17
07/12/2012,0.09,0.06,0.14,0.17
10/12/2012,0.09,0.05,0.14,0.17
11/12/2012,0.08,0.04,0.13,0.16
12/12/2012,0.07,0.04,0.1,0.14
13/12/2012,0.06,0.02,0.11,0.14
14/12/2012,0.04,0.01,0.09,0.13
17/12/2012,0.05,0.01,0.1,0.13
18/12/2012,0.06,0.04,0.12,0.16
19/12/2012,0.05,0.03,0.1,0.15
20/12/2012,0.06,0.02,0.1,0.15
21/12/2012,0.06,0.02,0.12,0.15
24/12/2012,0.06,0.02,0.11,0.15
25/12/2012,.,.,.,.
26/12/2012,0.09,0.05,0.13,0.15
27/12/2012,0.08,0.01,0.12,0.14
28/12/2012,0.01,0,0.1,0.14
31/12/2012,0.05,0.02,0.11,0.15
01/01/2013,.,.,.,.
02/01/2013,0.08,0.07,0.12,0.14
03/01/2013,0.08,0.06,0.12,0.14
04/01/2013,0.07,0.06,0.11,0.14
07/01/2013,0.07,0.05,0.11,0.14
08/01/2013,0.07,0.06,0.11,0.14
09/01/2013,0.06,0.04,0.09,0.13
10/01/2013,0.06,0.05,0.1,0.14
11/01/2013,0.07,0.04,0.1,0.14
14/01/2013,0.08,0.05,0.11,0.14
15/01/2013,0.09,0.09,0.11,0.14
16/01/2013,0.08,0.07,0.11,0.14
17/01/2013,0.07,0.05,0.11,0.14
18/01/2013,0.08,0.04,0.1,0.14
21/01/2013,.,.,.,.
22/01/2013,0.08,0.03,0.1,0.13
23/01/2013,0.08,0.06,0.1,0.14
24/01/2013,0.08,0.06,0.1,0.14
25/01/2013,0.08,0.06,0.11,0.14
28/01/2013,0.07,0.03,0.11,0.15
29/01/2013,0.07,0.03,0.11,0.14
30/01/2013,0.07,0.04,0.11,0.14
31/01/2013,0.07,0.04,0.12,0.14
01/02/2013,0.06,0.02,0.11,0.14
04/02/2013,0.07,0.03,0.11,0.14
05/02/2013,0.07,0.06,0.11,0.15
06/02/2013,0.07,0.06,0.12,0.15
07/02/2013,0.07,0.03,0.11,0.15
08/02/2013,0.07,0.03,0.11,0.14
11/02/2013,0.09,0.05,0.12,0.15
12/02/2013,0.09,0.08,0.12,0.14
13/02/2013,0.1,0.09,0.12,0.15
14/02/2013,0.11,0.1,0.13,0.16
15/02/2013,0.1,0.09,0.13,0.16
18/02/2013,.,.,.,.
19/02/2013,0.12,0.09,0.13,0.16
20/02/2013,0.12,0.12,0.13,0.16
21/02/2013,0.13,0.12,0.13,0.15
22/02/2013,0.13,0.11,0.14,0.16
25/02/2013,0.12,0.09,0.14,0.15
26/02/2013,0.14,0.11,0.14,0.16
27/02/2013,0.11,0.11,0.13,0.16
28/02/2013,0.11,0.07,0.13,0.16
01/03/2013,0.11,0.07,0.12,0.15
04/03/2013,0.11,0.06,0.12,0.15
05/03/2013,0.08,0.09,0.12,0.15
06/03/2013,0.1,0.09,0.12,0.15
07/03/2013,0.1,0.1,0.11,0.15
08/03/2013,0.1,0.09,0.11,0.15
11/03/2013,0.1,0.09,0.12,0.15
12/03/2013,0.1,0.1,0.12,0.15
13/03/2013,0.09,0.09,0.12,0.15
14/03/2013,0.1,0.08,0.12,0.15
15/03/2013,0.09,0.07,0.11,0.14
18/03/2013,0.07,0.07,0.11,0.14
19/03/2013,0.07,0.08,0.11,0.14
20/03/2013,0.07,0.08,0.11,0.14
21/03/2013,0.07,0.08,0.11,0.13
22/03/2013,0.07,0.07,0.11,0.13
25/03/2013,0.08,0.06,0.11,0.13
26/03/2013,0.07,0.08,0.11,0.13
27/03/2013,0.09,0.06,0.12,0.13
28/03/2013,0.07,0.04,0.11,0.13
29/03/2013,.,.,.,.
01/04/2013,0.08,0.06,0.11,0.13
02/04/2013,0.07,0.06,0.11,0.14
03/04/2013,0.06,0.06,0.1,0.13
04/04/2013,0.07,0.07,0.1,0.13
05/04/2013,0.07,0.05,0.1,0.13
08/04/2013,0.07,0.05,0.1,0.13
09/04/2013,0.06,0.06,0.1,0.13
10/04/2013,0.07,0.07,0.1,0.12
11/04/2013,0.07,0.06,0.1,0.12
12/04/2013,0.06,0.05,0.09,0.11
15/04/2013,0.06,0.04,0.09,0.12
16/04/2013,0.06,0.06,0.09,0.12
17/04/2013,0.06,0.05,0.09,0.12
18/04/2013,0.05,0.03,0.09,0.11
19/04/2013,0.05,0.04,0.09,0.11
22/04/2013,0.05,0.04,0.09,0.11
23/04/2013,0.05,0.04,0.09,0.11
24/04/2013,0.06,0.05,0.09,0.12
25/04/2013,0.05,0.04,0.08,0.11
26/04/2013,0.05,0.04,0.09,0.11
29/04/2013,0.05,0.03,0.08,0.11
30/04/2013,0.05,0.03,0.09,0.11
01/05/2013,0.06,0.03,0.08,0.11
02/05/2013,0.05,0.02,0.08,0.11
03/05/2013,0.05,0.02,0.08,0.11
06/05/2013,0.04,0.01,0.08,0.11
07/05/2013,0.04,0.01,0.08,0.1
08/05/2013,0.04,0.01,0.08,0.11
09/05/2013,0.04,0.02,0.08,0.11
10/05/2013,0.04,0.02,0.08,0.11
13/05/2013,0.05,0.02,0.08,0.12
14/05/2013,0.05,0.01,0.09,0.11
15/05/2013,0.04,0.01,0.09,0.11
16/05/2013,0.03,0,0.08,0.11
17/05/2013,0.04,0.01,0.08,0.11
20/05/2013,0.05,0.01,0.09,0.11
21/05/2013,0.04,0.04,0.09,0.11
22/05/2013,0.04,0.04,0.08,0.1
23/05/2013,0.05,0.03,0.08,0.11
24/05/2013,0.04,0.03,0.07,0.11
27/05/2013,.,.,.,.
28/05/2013,0.05,0.02,0.09,0.12
29/05/2013,0.05,0.04,0.08,0.14
30/05/2013,0.04,0.02,0.07,0.13
31/05/2013,0.04,0.03,0.07,0.14
03/06/2013,0.05,0.03,0.08,0.14
04/06/2013,0.04,0.05,0.08,0.14
05/06/2013,0.05,0.04,0.08,0.14
06/06/2013,0.05,0.04,0.08,0.13
07/06/2013,0.04,0.04,0.07,0.13
10/06/2013,0.05,0.04,0.08,0.13
11/06/2013,0.05,0.05,0.08,0.13
12/06/2013,0.05,0.04,0.08,0.13
13/06/2013,0.05,0.04,0.08,0.13
14/06/2013,0.05,0.04,0.08,0.12
17/06/2013,0.05,0.05,0.08,0.12
18/06/2013,0.05,0.04,0.08,0.12
19/06/2013,0.05,0.04,0.08,0.12
20/06/2013,0.05,0.03,0.09,0.13
21/06/2013,0.05,0.02,0.09,0.12
24/06/2013,0.06,0.01,0.11,0.14
25/06/2013,0.06,0.03,0.11,0.17
26/06/2013,0.06,0.02,0.11,0.16
27/06/2013,0.06,0.02,0.11,0.15
28/06/2013,0.04,0.02,0.1,0.15
01/07/2013,0.04,0.01,0.09,0.15
02/07/2013,0.03,0.02,0.08,0.14
03/07/2013,0.05,0.03,0.08,0.14
04/07/2013,.,.,.,.
05/07/2013,0.04,0.03,0.08,0.14
08/07/2013,0.05,0.02,0.07,0.13
09/07/2013,0.04,0.04,0.08,0.13
10/07/2013,0.04,0.03,0.08,0.12
11/07/2013,0.04,0.02,0.07,0.12
12/07/2013,0.04,0.02,0.07,0.11
15/07/2013,0.04,0.02,0.07,0.1
16/07/2013,0.03,0.02,0.07,0.09
17/07/2013,0.03,0.02,0.08,0.1
18/07/2013,0.03,0.01,0.07,0.1
19/07/2013,0.03,0.01,0.07,0.1
22/07/2013,0.04,0.01,0.07,0.09
23/07/2013,0.02,0.02,0.07,0.12
24/07/2013,0.03,0.02,0.07,0.12
25/07/2013,0.02,0.02,0.06,0.12
26/07/2013,0.03,0.02,0.07,0.11
29/07/2013,0.03,0.01,0.07,0.11
30/07/2013,0.04,0.03,0.07,0.11
31/07/2013,0.04,0.03,0.08,0.11
01/08/2013,0.04,0.02,0.08,0.12
02/08/2013,0.04,0.02,0.07,0.11
05/08/2013,0.05,0.03,0.08,0.11
06/08/2013,0.04,0.05,0.08,0.11
07/08/2013,0.05,0.05,0.08,0.11
08/08/2013,0.05,0.05,0.07,0.11
09/08/2013,0.05,0.05,0.07,0.1
12/08/2013,0.06,0.05,0.08,0.11
13/08/2013,0.06,0.06,0.08,0.11
14/08/2013,0.05,0.06,0.07,0.11
15/08/2013,0.05,0.05,0.08,0.12
16/08/2013,0.05,0.05,0.08,0.12
19/08/2013,0.06,0.03,0.08,0.12
20/08/2013,0.04,0.03,0.07,0.13
21/08/2013,0.04,0.02,0.07,0.14
22/08/2013,0.03,0.01,0.06,0.14
23/08/2013,0.03,0.02,0.06,0.14
26/08/2013,0.04,0.03,0.07,0.13
27/08/2013,0.05,0.04,0.07,0.12
28/08/2013,0.03,0.04,0.07,0.13
29/08/2013,0.02,0.03,0.06,0.13
30/08/2013,0.03,0.02,0.05,0.12
02/09/2013,.,.,.,.
03/09/2013,0.02,0.03,0.05,0.13
04/09/2013,0.02,0.02,0.05,0.13
05/09/2013,0.02,0.03,0.06,0.15
06/09/2013,0.02,0.02,0.05,0.13
09/09/2013,0.02,0.02,0.04,0.11
10/09/2013,0.02,0.01,0.04,0.11
11/09/2013,0.02,0.01,0.05,0.11
12/09/2013,0.01,0.01,0.02,0.11
13/09/2013,0.01,0.01,0.02,0.11
16/09/2013,0.02,0.01,0.04,0.11
17/09/2013,0.01,0.01,0.04,0.12
18/09/2013,0.01,0.01,0.04,0.11
19/09/2013,0.01,0,0.03,0.1
20/09/2013,0.01,0.01,0.05,0.11
23/09/2013,0.02,0.01,0.05,0.1
24/09/2013,0.02,0.02,0.05,0.1
25/09/2013,0.02,0.02,0.05,0.1
26/09/2013,0,0.04,0.03,0.09
27/09/2013,0.02,0.03,0.03,0.09
30/09/2013,0.02,0.03,0.04,0.09
01/10/2013,0.02,0.1,0.04,0.09
02/10/2013,0.02,0.08,0.05,0.1
03/10/2013,0.03,0.13,0.05,0.1
04/10/2013,0.03,0.12,0.04,0.1
07/10/2013,0.03,0.15,0.06,0.11
08/10/2013,0.05,0.27,0.09,0.14
09/10/2013,0.05,0.27,0.08,0.14
10/10/2013,0.05,0.26,0.07,0.13
11/10/2013,0.08,0.26,0.07,0.13
14/10/2013,.,.,.,.
15/10/2013,0.14,0.35,0.16,0.15
16/10/2013,0.1,0.14,0.11,0.15
17/10/2013,0.05,0.01,0.08,0.13
18/10/2013,0.04,0.01,0.08,0.12
21/10/2013,0.04,0.02,0.07,0.11
22/10/2013,0.04,0.04,0.07,0.1
23/10/2013,0.04,0.02,0.07,0.11
24/10/2013,0.03,0.02,0.07,0.11
25/10/2013,0.04,0.02,0.08,0.1
28/10/2013,0.04,0.02,0.08,0.1
29/10/2013,0.04,0.06,0.08,0.1
30/10/2013,0.04,0.05,0.09,0.1
31/10/2013,0.04,0.03,0.08,0.09
01/11/2013,0.04,0.03,0.08,0.09
04/11/2013,0.05,0.02,0.09,0.09
05/11/2013,0.05,0.06,0.08,0.09
06/11/2013,0.05,0.05,0.09,0.1
07/11/2013,0.05,0.04,0.09,0.1
08/11/2013,0.06,0.04,0.09,0.11
11/11/2013,.,.,.,.
12/11/2013,0.08,0.05,0.1,0.12
13/11/2013,0.08,0.06,0.1,0.13
14/11/2013,0.08,0.06,0.1,0.13
15/11/2013,0.08,0.06,0.1,0.13
18/11/2013,0.09,0.04,0.1,0.13
19/11/2013,0.08,0.05,0.1,0.14
20/11/2013,0.08,0.06,0.11,0.12
21/11/2013,0.07,0.02,0.1,0.12
22/11/2013,0.07,0.02,0.1,0.12
25/11/2013,0.08,0.03,0.11,0.13
26/11/2013,0.07,0.07,0.11,0.12
27/11/2013,0.07,0.06,0.11,0.12
28/11/2013,.,.,.,.
29/11/2013,0.06,0.05,0.11,0.12
02/12/2013,0.05,0.02,0.1,0.12
03/12/2013,0.06,0.04,0.1,0.12
04/12/2013,0.06,0.04,0.1,0.13
05/12/2013,0.06,0.02,0.1,0.12
06/12/2013,0.06,0.03,0.1,0.12
09/12/2013,0.07,0.03,0.1,0.12
10/12/2013,0.07,0.03,0.1,0.14
11/12/2013,0.07,0.02,0.1,0.13
12/12/2013,0.07,0.01,0.09,0.14
13/12/2013,0.07,0.02,0.09,0.14
16/12/2013,0.07,0.01,0.09,0.13
17/12/2013,0.07,0.02,0.09,0.14
18/12/2013,0.07,0.01,0.1,0.13
19/12/2013,0.06,0.01,0.09,0.13
20/12/2013,0.07,0.01,0.09,0.13
23/12/2013,0.07,0.01,0.09,0.13
24/12/2013,0.07,0.01,0.09,0.13
25/12/2013,.,.,.,.
26/12/2013,0.07,0,0.09,0.12
27/12/2013,0.07,0,0.09,0.11
30/12/2013,0.07,0.01,0.1,0.12
31/12/2013,0.07,0.01,0.1,0.12
01/01/2014,.,.,.,.
02/01/2014,0.07,0.01,0.09,0.12
03/01/2014,0.07,0.01,0.1,0.12
06/01/2014,0.05,0.01,0.08,0.11
07/01/2014,0.04,0.01,0.08,0.13
08/01/2014,0.05,0,0.08,0.13
09/01/2014,0.04,0.01,0.06,0.13
10/01/2014,0.05,0.01,0.06,0.12
13/01/2014,0.03,0,0.06,0.11
14/01/2014,0.04,0,0.06,0.11
